Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model]	Parameter Value[Column type]	Parameter Value[Guard column]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
B-100	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-100	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-100	FILES/RAW_FILES/neg/B-100.raw	Data transformation	B-100	FILES/DERIVED_FILES/neg/B-100.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-101	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-101	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-101	FILES/RAW_FILES/neg/B-101.raw	Data transformation	B-101	FILES/DERIVED_FILES/neg/B-101.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-102	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-102	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-102	FILES/RAW_FILES/neg/B-102.raw	Data transformation	B-102	FILES/DERIVED_FILES/neg/B-102.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-103	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-103	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-103	FILES/RAW_FILES/neg/B-103.raw	Data transformation	B-103	FILES/DERIVED_FILES/neg/B-103.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-104	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-104	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-104	FILES/RAW_FILES/neg/B-104.raw	Data transformation	B-104	FILES/DERIVED_FILES/neg/B-104.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-105	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-105	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-105	FILES/RAW_FILES/neg/B-105.raw	Data transformation	B-105	FILES/DERIVED_FILES/neg/B-105.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-106	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-106	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-106	FILES/RAW_FILES/neg/B-106.raw	Data transformation	B-106	FILES/DERIVED_FILES/neg/B-106.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-107	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-107	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-107	FILES/RAW_FILES/neg/B-107.raw	Data transformation	B-107	FILES/DERIVED_FILES/neg/B-107.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-108	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-108	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-108	FILES/RAW_FILES/neg/B-108.raw	Data transformation	B-108	FILES/DERIVED_FILES/neg/B-108.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-109	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-109	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-109	FILES/RAW_FILES/neg/B-109.raw	Data transformation	B-109	FILES/DERIVED_FILES/neg/B-109.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-110	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-110	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-110	FILES/RAW_FILES/neg/B-110.raw	Data transformation	B-110	FILES/DERIVED_FILES/neg/B-110.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-111	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-111	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-111	FILES/RAW_FILES/neg/B-111.raw	Data transformation	B-111	FILES/DERIVED_FILES/neg/B-111.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-112	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-112	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-112	FILES/RAW_FILES/neg/B-112.raw	Data transformation	B-112	FILES/DERIVED_FILES/neg/B-112.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-113	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-113	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-113	FILES/RAW_FILES/neg/B-113.raw	Data transformation	B-113	FILES/DERIVED_FILES/neg/B-113.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-114	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-114	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-114	FILES/RAW_FILES/neg/B-114.raw	Data transformation	B-114	FILES/DERIVED_FILES/neg/B-114.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-115	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-115	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-115	FILES/RAW_FILES/neg/B-115.raw	Data transformation	B-115	FILES/DERIVED_FILES/neg/B-115.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-116	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-116	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-116	FILES/RAW_FILES/neg/B-116.raw	Data transformation	B-116	FILES/DERIVED_FILES/neg/B-116.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-117	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-117	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-117	FILES/RAW_FILES/neg/B-117.raw	Data transformation	B-117	FILES/DERIVED_FILES/neg/B-117.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-118	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-118	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-118	FILES/RAW_FILES/neg/B-118.raw	Data transformation	B-118	FILES/DERIVED_FILES/neg/B-118.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-119	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-119	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-119	FILES/RAW_FILES/neg/B-119.raw	Data transformation	B-119	FILES/DERIVED_FILES/neg/B-119.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-120	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-120	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-120	FILES/RAW_FILES/neg/B-120.raw	Data transformation	B-120	FILES/DERIVED_FILES/neg/B-120.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-121	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-121	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-121	FILES/RAW_FILES/neg/B-121.raw	Data transformation	B-121	FILES/DERIVED_FILES/neg/B-121.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-122	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-122	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-122	FILES/RAW_FILES/neg/B-122.raw	Data transformation	B-122	FILES/DERIVED_FILES/neg/B-122.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-123	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-123	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-123	FILES/RAW_FILES/neg/B-123.raw	Data transformation	B-123	FILES/DERIVED_FILES/neg/B-123.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-124	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-124	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-124	FILES/RAW_FILES/neg/B-124.raw	Data transformation	B-124	FILES/DERIVED_FILES/neg/B-124.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-125	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-125	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-125	FILES/RAW_FILES/neg/B-125.raw	Data transformation	B-125	FILES/DERIVED_FILES/neg/B-125.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-126	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-126	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-126	FILES/RAW_FILES/neg/B-126.raw	Data transformation	B-126	FILES/DERIVED_FILES/neg/B-126.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-127	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-127	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-127	FILES/RAW_FILES/neg/B-127.raw	Data transformation	B-127	FILES/DERIVED_FILES/neg/B-127.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-128	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-128	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-128	FILES/RAW_FILES/neg/B-128.raw	Data transformation	B-128	FILES/DERIVED_FILES/neg/B-128.mzML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
B-129	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	B-129	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	B-129	FILES/RAW_FILES/neg/B-129.raw	Data transformation	B-129	FILES/DERIVED_FILES/neg/B-129.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
QC1	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	QC1	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	QC1	FILES/RAW_FILES/neg/QC1.raw	Data transformation	QC1	FILES/DERIVED_FILES/neg/QC1.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
QC2	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	QC2	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	QC2	FILES/RAW_FILES/neg/QC2.raw	Data transformation	QC2	FILES/DERIVED_FILES/neg/QC2.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
QC3	Extraction	"75% 9:1 methanol: chloroform, 25% H2O"	NA	QC3	Chromatography	Thermo Scientific Dionex UltiMate 3000 System	NA	NA	NA	"ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)"	reverse phase	NA	NA	NA	NA	NA	Mass spectrometry	negative	81-1000	Thermo Scientific Q Exactive Focus	MTBLS	http://www.ebi.ac.uk/metabolights/ontology/MTBLS_000659	electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	orbitrap	MS	http://purl.obolibrary.org/obo/MS_1000484	QC3	FILES/RAW_FILES/neg/QC3.raw	Data transformation	QC3	FILES/DERIVED_FILES/neg/QC3.mzXML	Metabolite identification	NA	m_MTBLS11656_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv
